invoice_key,contract_key,invoice_date_key,due_date_key,paid_date_key,invoice_date,due_date,paid_date,amount_due,amount_paid,payment_status,principal_amount,interest_amount,invoice_number
38345,2949,20230729,20230812,20230816.0,2023-07-29,2023-08-12,2023-08-16,412.32,412.32,Paid,185.23,227.09,INV-002949-003
38346,2949,20230828,20230911,,2023-08-28,2023-09-11,,412.32,0.0,Delinquent,185.23,227.09,INV-002949-004
38347,2949,20230927,20231011,20231016.0,2023-09-27,2023-10-11,2023-10-16,412.32,412.32,Paid,185.23,227.09,INV-002949-005
38348,2949,20231027,20231110,20231112.0,2023-10-27,2023-11-10,2023-11-12,412.32,412.32,Paid,185.23,227.09,INV-002949-006
38349,2949,20231126,20231210,20231211.0,2023-11-26,2023-12-10,2023-12-11,412.32,351.13,Partial,185.23,227.09,INV-002949-007
38350,2949,20231226,20240109,,2023-12-26,2024-01-09,,412.32,0.0,Delinquent,185.23,227.09,INV-002949-008
38351,2949,20240125,20240208,,2024-01-25,2024-02-08,,412.32,0.0,Delinquent,185.23,227.09,INV-002949-009
38352,2949,20240224,20240309,,2024-02-24,2024-03-09,,412.32,0.0,Delinquent,185.23,227.09,INV-002949-010
38353,2949,20240325,20240408,20240423.0,2024-03-25,2024-04-08,2024-04-23,412.32,412.32,Late,185.23,227.09,INV-002949-011
38354,2949,20240424,20240508,20240511.0,2024-04-24,2024-05-08,2024-05-11,412.32,412.32,Paid,185.23,227.09,INV-002949-012
38355,2949,20240524,20240607,20240607.0,2024-05-24,2024-06-07,2024-06-07,412.32,412.32,Paid,185.23,227.09,INV-002949-013
38356,2949,20240623,20240707,20240713.0,2024-06-23,2024-07-07,2024-07-13,412.32,326.25,Partial,185.23,227.09,INV-002949-014
38357,2949,20240723,20240806,20240808.0,2024-07-23,2024-08-06,2024-08-08,412.32,412.32,Paid,185.23,227.09,INV-002949-015
38358,2949,20240822,20240905,20240902.0,2024-08-22,2024-09-05,2024-09-02,412.32,217.68,Partial,185.23,227.09,INV-002949-016
38359,2949,20240921,20241005,20241006.0,2024-09-21,2024-10-05,2024-10-06,412.32,412.32,Paid,185.23,227.09,INV-002949-017
38360,2949,20241021,20241104,20241219.0,2024-10-21,2024-11-04,2024-12-19,412.32,412.32,Delinquent,185.23,227.09,INV-002949-018
38361,2949,20241120,20241204,20250217.0,2024-11-20,2024-12-04,2025-02-17,412.32,412.32,Delinquent,185.23,227.09,INV-002949-019
38362,2949,20241220,20250103,,2024-12-20,2025-01-03,,412.32,0.0,Pending,185.23,227.09,INV-002949-020
38363,2950,20230511,20230525,20230528.0,2023-05-11,2023-05-25,2023-05-28,362.92,362.92,Paid,261.66,101.26,INV-002950-001
38364,2950,20230610,20230624,20230627.0,2023-06-10,2023-06-24,2023-06-27,362.92,362.92,Paid,261.66,101.26,INV-002950-002
38365,2950,20230710,20230724,20230728.0,2023-07-10,2023-07-24,2023-07-28,362.92,362.92,Paid,261.66,101.26,INV-002950-003
38366,2950,20230809,20230823,20230823.0,2023-08-09,2023-08-23,2023-08-23,362.92,362.92,Paid,261.66,101.26,INV-002950-004
38367,2950,20230908,20230922,20230921.0,2023-09-08,2023-09-22,2023-09-21,362.92,362.92,Paid,261.66,101.26,INV-002950-005
38368,2950,20231008,20231022,20231026.0,2023-10-08,2023-10-22,2023-10-26,362.92,125.32,Partial,261.66,101.26,INV-002950-006
38369,2950,20231107,20231121,20231128.0,2023-11-07,2023-11-21,2023-11-28,362.92,362.92,Paid,261.66,101.26,INV-002950-007
38370,2950,20231207,20231221,20231220.0,2023-12-07,2023-12-21,2023-12-20,362.92,362.92,Paid,261.66,101.26,INV-002950-008
38371,2950,20240106,20240120,20240117.0,2024-01-06,2024-01-20,2024-01-17,362.92,362.92,Paid,261.66,101.26,INV-002950-009
38372,2950,20240205,20240219,20240218.0,2024-02-05,2024-02-19,2024-02-18,362.92,362.92,Paid,261.66,101.26,INV-002950-010
38373,2950,20240306,20240320,20240322.0,2024-03-06,2024-03-20,2024-03-22,362.92,362.92,Paid,261.66,101.26,INV-002950-011
38374,2950,20240405,20240419,20240423.0,2024-04-05,2024-04-19,2024-04-23,362.92,362.92,Paid,261.66,101.26,INV-002950-012
38375,2950,20240505,20240519,20240520.0,2024-05-05,2024-05-19,2024-05-20,362.92,362.92,Paid,261.66,101.26,INV-002950-013
38376,2950,20240604,20240618,20240619.0,2024-06-04,2024-06-18,2024-06-19,362.92,362.92,Paid,261.66,101.26,INV-002950-014
38377,2950,20240704,20240718,20240715.0,2024-07-04,2024-07-18,2024-07-15,362.92,362.92,Paid,261.66,101.26,INV-002950-015
38378,2950,20240803,20240817,20240823.0,2024-08-03,2024-08-17,2024-08-23,362.92,362.92,Paid,261.66,101.26,INV-002950-016
38379,2950,20240902,20240916,20240923.0,2024-09-02,2024-09-16,2024-09-23,362.92,137.13,Partial,261.66,101.26,INV-002950-017
38380,2950,20241002,20241016,,2024-10-02,2024-10-16,,362.92,0.0,Delinquent,261.66,101.26,INV-002950-018
38381,2950,20241101,20241115,20241115.0,2024-11-01,2024-11-15,2024-11-15,362.92,362.92,Paid,261.66,101.26,INV-002950-019
38382,2950,20241201,20241215,20241221.0,2024-12-01,2024-12-15,2024-12-21,362.92,362.92,Paid,261.66,101.26,INV-002950-020
38383,2950,20241231,20250114,,2024-12-31,2025-01-14,,362.92,0.0,Pending,261.66,101.26,INV-002950-021
38384,2951,20230312,20230326,20230325.0,2023-03-12,2023-03-26,2023-03-25,286.36,286.36,Paid,184.75,101.61,INV-002951-001
38385,2951,20230411,20230425,20230429.0,2023-04-11,2023-04-25,2023-04-29,286.36,286.36,Paid,184.75,101.61,INV-002951-002
38386,2951,20230511,20230525,,2023-05-11,2023-05-25,,286.36,0.0,Delinquent,184.75,101.61,INV-002951-003
38387,2951,20230610,20230624,20230808.0,2023-06-10,2023-06-24,2023-08-08,286.36,286.36,Delinquent,184.75,101.61,INV-002951-004
38388,2951,20230710,20230724,,2023-07-10,2023-07-24,,286.36,0.0,Delinquent,184.75,101.61,INV-002951-005
38389,2951,20230809,20230823,20230824.0,2023-08-09,2023-08-23,2023-08-24,286.36,286.36,Paid,184.75,101.61,INV-002951-006
38390,2951,20230908,20230922,20231007.0,2023-09-08,2023-09-22,2023-10-07,286.36,286.36,Late,184.75,101.61,INV-002951-007
38391,2951,20231008,20231022,,2023-10-08,2023-10-22,,286.36,0.0,Delinquent,184.75,101.61,INV-002951-008
38392,2951,20231107,20231121,,2023-11-07,2023-11-21,,286.36,0.0,Delinquent,184.75,101.61,INV-002951-009
38393,2951,20231207,20231221,20231225.0,2023-12-07,2023-12-21,2023-12-25,286.36,286.36,Paid,184.75,101.61,INV-002951-010
38394,2951,20240106,20240120,20240117.0,2024-01-06,2024-01-20,2024-01-17,286.36,286.36,Paid,184.75,101.61,INV-002951-011
38395,2951,20240205,20240219,20240221.0,2024-02-05,2024-02-19,2024-02-21,286.36,176.38,Partial,184.75,101.61,INV-002951-012
38396,2951,20240306,20240320,,2024-03-06,2024-03-20,,286.36,0.0,Delinquent,184.75,101.61,INV-002951-013
38397,2951,20240405,20240419,20240420.0,2024-04-05,2024-04-19,2024-04-20,286.36,286.36,Paid,184.75,101.61,INV-002951-014
38398,2951,20240505,20240519,20240522.0,2024-05-05,2024-05-19,2024-05-22,286.36,286.36,Paid,184.75,101.61,INV-002951-015
38399,2951,20240604,20240618,20240624.0,2024-06-04,2024-06-18,2024-06-24,286.36,286.36,Paid,184.75,101.61,INV-002951-016
38400,2951,20240704,20240718,,2024-07-04,2024-07-18,,286.36,0.0,Delinquent,184.75,101.61,INV-002951-017
38401,2951,20240803,20240817,,2024-08-03,2024-08-17,,286.36,0.0,Delinquent,184.75,101.61,INV-002951-018
38402,2951,20240902,20240916,20241001.0,2024-09-02,2024-09-16,2024-10-01,286.36,286.36,Late,184.75,101.61,INV-002951-019
38403,2951,20241002,20241016,20241016.0,2024-10-02,2024-10-16,2024-10-16,286.36,286.36,Paid,184.75,101.61,INV-002951-020
38404,2951,20241101,20241115,20241130.0,2024-11-01,2024-11-15,2024-11-30,286.36,286.36,Late,184.75,101.61,INV-002951-021
38405,2951,20241201,20241215,20241219.0,2024-12-01,2024-12-15,2024-12-19,286.36,286.36,Paid,184.75,101.61,INV-002951-022
38406,2951,20241231,20250114,,2024-12-31,2025-01-14,,286.36,0.0,Pending,184.75,101.61,INV-002951-023
38407,2952,20240822,20240905,20240912.0,2024-08-22,2024-09-05,2024-09-12,220.39,220.39,Paid,99.91,120.49,INV-002952-001
38408,2952,20240921,20241005,20241006.0,2024-09-21,2024-10-05,2024-10-06,220.39,220.39,Paid,99.91,120.49,INV-002952-002
38409,2952,20241021,20241104,20241107.0,2024-10-21,2024-11-04,2024-11-07,220.39,220.39,Paid,99.91,120.49,INV-002952-003
38410,2952,20241120,20241204,20241210.0,2024-11-20,2024-12-04,2024-12-10,220.39,220.39,Paid,99.91,120.49,INV-002952-004
38411,2952,20241220,20250103,,2024-12-20,2025-01-03,,220.39,0.0,Pending,99.91,120.49,INV-002952-005
38412,2953,20230317,20230331,20230402.0,2023-03-17,2023-03-31,2023-04-02,694.89,694.89,Paid,509.45,185.44,INV-002953-001
38413,2953,20230416,20230430,20230501.0,2023-04-16,2023-04-30,2023-05-01,694.89,694.89,Paid,509.45,185.44,INV-002953-002
38414,2953,20230516,20230530,20230529.0,2023-05-16,2023-05-30,2023-05-29,694.89,694.89,Paid,509.45,185.44,INV-002953-003
38415,2953,20230615,20230629,20230706.0,2023-06-15,2023-06-29,2023-07-06,694.89,694.89,Paid,509.45,185.44,INV-002953-004
38416,2953,20230715,20230729,20230729.0,2023-07-15,2023-07-29,2023-07-29,694.89,694.89,Paid,509.45,185.44,INV-002953-005
38417,2953,20230814,20230828,20230901.0,2023-08-14,2023-08-28,2023-09-01,694.89,694.89,Paid,509.45,185.44,INV-002953-006
38418,2953,20230913,20230927,20230928.0,2023-09-13,2023-09-27,2023-09-28,694.89,694.89,Paid,509.45,185.44,INV-002953-007
38419,2953,20231013,20231027,20231028.0,2023-10-13,2023-10-27,2023-10-28,694.89,369.82,Partial,509.45,185.44,INV-002953-008
38420,2953,20231112,20231126,20231124.0,2023-11-12,2023-11-26,2023-11-24,694.89,694.89,Paid,509.45,185.44,INV-002953-009
38421,2953,20231212,20231226,20231228.0,2023-12-12,2023-12-26,2023-12-28,694.89,694.89,Paid,509.45,185.44,INV-002953-010
38422,2953,20240111,20240125,20240123.0,2024-01-11,2024-01-25,2024-01-23,694.89,509.9,Partial,509.45,185.44,INV-002953-011
38423,2953,20240210,20240224,20240225.0,2024-02-10,2024-02-24,2024-02-25,694.89,694.89,Paid,509.45,185.44,INV-002953-012
38424,2953,20240311,20240325,20240328.0,2024-03-11,2024-03-25,2024-03-28,694.89,694.89,Paid,509.45,185.44,INV-002953-013
38425,2953,20240410,20240424,20240428.0,2024-04-10,2024-04-24,2024-04-28,694.89,694.89,Paid,509.45,185.44,INV-002953-014
38426,2953,20240510,20240524,20240522.0,2024-05-10,2024-05-24,2024-05-22,694.89,694.89,Paid,509.45,185.44,INV-002953-015
38427,2953,20240609,20240623,20240622.0,2024-06-09,2024-06-23,2024-06-22,694.89,694.89,Paid,509.45,185.44,INV-002953-016
38428,2953,20240709,20240723,20240721.0,2024-07-09,2024-07-23,2024-07-21,694.89,394.21,Partial,509.45,185.44,INV-002953-017
38429,2953,20240808,20240822,20240823.0,2024-08-08,2024-08-22,2024-08-23,694.89,694.89,Paid,509.45,185.44,INV-002953-018
38430,2953,20240907,20240921,20241006.0,2024-09-07,2024-09-21,2024-10-06,694.89,694.89,Late,509.45,185.44,INV-002953-019
38431,2953,20241007,20241021,20241020.0,2024-10-07,2024-10-21,2024-10-20,694.89,694.89,Paid,509.45,185.44,INV-002953-020
38432,2953,20241106,20241120,20241127.0,2024-11-06,2024-11-20,2024-11-27,694.89,315.15,Partial,509.45,185.44,INV-002953-021
38433,2953,20241206,20241220,20241220.0,2024-12-06,2024-12-20,2024-12-20,694.89,694.89,Paid,509.45,185.44,INV-002953-022
38434,2954,20231008,20231022,20231028.0,2023-10-08,2023-10-22,2023-10-28,401.23,401.23,Paid,255.56,145.67,INV-002954-001
38435,2954,20231107,20231121,20231119.0,2023-11-07,2023-11-21,2023-11-19,401.23,401.23,Paid,255.56,145.67,INV-002954-002
38436,2954,20231207,20231221,20231225.0,2023-12-07,2023-12-21,2023-12-25,401.23,401.23,Paid,255.56,145.67,INV-002954-003
38437,2954,20240106,20240120,20240117.0,2024-01-06,2024-01-20,2024-01-17,401.23,230.15,Partial,255.56,145.67,INV-002954-004
38438,2954,20240205,20240219,20240225.0,2024-02-05,2024-02-19,2024-02-25,401.23,401.23,Paid,255.56,145.67,INV-002954-005
38439,2954,20240306,20240320,20240317.0,2024-03-06,2024-03-20,2024-03-17,401.23,401.23,Paid,255.56,145.67,INV-002954-006
38440,2954,20240405,20240419,20240423.0,2024-04-05,2024-04-19,2024-04-23,401.23,401.23,Paid,255.56,145.67,INV-002954-007
38441,2954,20240505,20240519,20240523.0,2024-05-05,2024-05-19,2024-05-23,401.23,401.23,Paid,255.56,145.67,INV-002954-008
38442,2954,20240604,20240618,20240623.0,2024-06-04,2024-06-18,2024-06-23,401.23,401.23,Paid,255.56,145.67,INV-002954-009
38443,2954,20240704,20240718,20240901.0,2024-07-04,2024-07-18,2024-09-01,401.23,401.23,Delinquent,255.56,145.67,INV-002954-010
38444,2954,20240803,20240817,20240817.0,2024-08-03,2024-08-17,2024-08-17,401.23,401.23,Paid,255.56,145.67,INV-002954-011
38445,2954,20240902,20240916,20240915.0,2024-09-02,2024-09-16,2024-09-15,401.23,401.23,Paid,255.56,145.67,INV-002954-012
38446,2954,20241002,20241016,20241023.0,2024-10-02,2024-10-16,2024-10-23,401.23,401.23,Paid,255.56,145.67,INV-002954-013
38447,2954,20241101,20241115,20241113.0,2024-11-01,2024-11-15,2024-11-13,401.23,401.23,Paid,255.56,145.67,INV-002954-014
38448,2954,20241201,20241215,20241217.0,2024-12-01,2024-12-15,2024-12-17,401.23,401.23,Paid,255.56,145.67,INV-002954-015
38449,2954,20241231,20250114,,2024-12-31,2025-01-14,,401.23,0.0,Pending,255.56,145.67,INV-002954-016
38450,2955,20240222,20240307,20240312.0,2024-02-22,2024-03-07,2024-03-12,275.74,275.74,Paid,160.41,115.33,INV-002955-001
38451,2955,20240323,20240406,20240413.0,2024-03-23,2024-04-06,2024-04-13,275.74,275.74,Paid,160.41,115.33,INV-002955-002
38452,2955,20240422,20240506,20240505.0,2024-04-22,2024-05-06,2024-05-05,275.74,275.74,Paid,160.41,115.33,INV-002955-003
38453,2955,20240522,20240605,20240620.0,2024-05-22,2024-06-05,2024-06-20,275.74,275.74,Late,160.41,115.33,INV-002955-004
38454,2955,20240621,20240705,20240710.0,2024-06-21,2024-07-05,2024-07-10,275.74,275.74,Paid,160.41,115.33,INV-002955-005
38455,2955,20240721,20240804,20240801.0,2024-07-21,2024-08-04,2024-08-01,275.74,275.74,Paid,160.41,115.33,INV-002955-006
38456,2955,20240820,20240903,20240909.0,2024-08-20,2024-09-03,2024-09-09,275.74,275.74,Paid,160.41,115.33,INV-002955-007
38457,2955,20240919,20241003,20241005.0,2024-09-19,2024-10-03,2024-10-05,275.74,275.74,Paid,160.41,115.33,INV-002955-008
38458,2955,20241019,20241102,20241030.0,2024-10-19,2024-11-02,2024-10-30,275.74,275.74,Paid,160.41,115.33,INV-002955-009
38459,2955,20241118,20241202,20241205.0,2024-11-18,2024-12-02,2024-12-05,275.74,275.74,Paid,160.41,115.33,INV-002955-010
38460,2955,20241218,20250101,20241231.0,2024-12-18,2025-01-01,2024-12-31,275.74,275.74,Paid,160.41,115.33,INV-002955-011
38461,2956,20240828,20240911,20240911.0,2024-08-28,2024-09-11,2024-09-11,568.0,277.6,Partial,347.4,220.6,INV-002956-001
38462,2956,20240927,20241011,20241008.0,2024-09-27,2024-10-11,2024-10-08,568.0,568.0,Paid,347.4,220.6,INV-002956-002
38463,2956,20241027,20241110,20241107.0,2024-10-27,2024-11-10,2024-11-07,568.0,568.0,Paid,347.4,220.6,INV-002956-003
38464,2956,20241126,20241210,20241212.0,2024-11-26,2024-12-10,2024-12-12,568.0,568.0,Paid,347.4,220.6,INV-002956-004
38465,2956,20241226,20250109,,2024-12-26,2025-01-09,,568.0,0.0,Pending,347.4,220.6,INV-002956-005
38466,2958,20230424,20230508,20230510.0,2023-04-24,2023-05-08,2023-05-10,493.66,493.66,Paid,345.94,147.72,INV-002958-001
38467,2958,20230524,20230607,20230612.0,2023-05-24,2023-06-07,2023-06-12,493.66,493.66,Paid,345.94,147.72,INV-002958-002
38468,2958,20230623,20230707,20230713.0,2023-06-23,2023-07-07,2023-07-13,493.66,493.66,Paid,345.94,147.72,INV-002958-003
38469,2958,20230723,20230806,20230808.0,2023-07-23,2023-08-06,2023-08-08,493.66,493.66,Paid,345.94,147.72,INV-002958-004
38470,2958,20230822,20230905,20230905.0,2023-08-22,2023-09-05,2023-09-05,493.66,493.66,Paid,345.94,147.72,INV-002958-005
38471,2958,20230921,20231005,20231007.0,2023-09-21,2023-10-05,2023-10-07,493.66,493.66,Paid,345.94,147.72,INV-002958-006
38472,2958,20231021,20231104,20231104.0,2023-10-21,2023-11-04,2023-11-04,493.66,493.66,Paid,345.94,147.72,INV-002958-007
38473,2958,20231120,20231204,20231208.0,2023-11-20,2023-12-04,2023-12-08,493.66,493.66,Paid,345.94,147.72,INV-002958-008
38474,2958,20231220,20240103,20240105.0,2023-12-20,2024-01-03,2024-01-05,493.66,493.66,Paid,345.94,147.72,INV-002958-009
38475,2958,20240119,20240202,20240131.0,2024-01-19,2024-02-02,2024-01-31,493.66,493.66,Paid,345.94,147.72,INV-002958-010
38476,2958,20240218,20240303,20240302.0,2024-02-18,2024-03-03,2024-03-02,493.66,493.66,Paid,345.94,147.72,INV-002958-011
38477,2958,20240319,20240402,20240408.0,2024-03-19,2024-04-02,2024-04-08,493.66,493.66,Paid,345.94,147.72,INV-002958-012
38478,2958,20240418,20240502,20240501.0,2024-04-18,2024-05-02,2024-05-01,493.66,493.66,Paid,345.94,147.72,INV-002958-013
38479,2958,20240518,20240601,20240603.0,2024-05-18,2024-06-01,2024-06-03,493.66,493.66,Paid,345.94,147.72,INV-002958-014
38480,2958,20240617,20240701,20240703.0,2024-06-17,2024-07-01,2024-07-03,493.66,493.66,Paid,345.94,147.72,INV-002958-015
38481,2958,20240717,20240731,20240730.0,2024-07-17,2024-07-31,2024-07-30,493.66,493.66,Paid,345.94,147.72,INV-002958-016
38482,2958,20240816,20240830,20240904.0,2024-08-16,2024-08-30,2024-09-04,493.66,493.66,Paid,345.94,147.72,INV-002958-017
38483,2958,20240915,20240929,20241003.0,2024-09-15,2024-09-29,2024-10-03,493.66,493.66,Paid,345.94,147.72,INV-002958-018
38484,2958,20241015,20241029,20241026.0,2024-10-15,2024-10-29,2024-10-26,493.66,493.66,Paid,345.94,147.72,INV-002958-019
38485,2958,20241114,20241128,20241126.0,2024-11-14,2024-11-28,2024-11-26,493.66,493.66,Paid,345.94,147.72,INV-002958-020
38486,2958,20241214,20241228,20241225.0,2024-12-14,2024-12-28,2024-12-25,493.66,493.66,Paid,345.94,147.72,INV-002958-021
38487,2959,20220511,20220525,20220531.0,2022-05-11,2022-05-25,2022-05-31,465.15,153.35,Partial,318.16,146.99,INV-002959-001
38488,2959,20220610,20220624,20220625.0,2022-06-10,2022-06-24,2022-06-25,465.15,465.15,Paid,318.16,146.99,INV-002959-002
38489,2959,20220710,20220724,20220907.0,2022-07-10,2022-07-24,2022-09-07,465.15,465.15,Delinquent,318.16,146.99,INV-002959-003
38490,2959,20220809,20220823,20220830.0,2022-08-09,2022-08-23,2022-08-30,465.15,465.15,Paid,318.16,146.99,INV-002959-004
38491,2959,20220908,20220922,,2022-09-08,2022-09-22,,465.15,0.0,Delinquent,318.16,146.99,INV-002959-005
38492,2959,20221008,20221022,20221022.0,2022-10-08,2022-10-22,2022-10-22,465.15,465.15,Paid,318.16,146.99,INV-002959-006
38493,2959,20221107,20221121,20221126.0,2022-11-07,2022-11-21,2022-11-26,465.15,465.15,Paid,318.16,146.99,INV-002959-007
38494,2959,20221207,20221221,20221226.0,2022-12-07,2022-12-21,2022-12-26,465.15,465.15,Paid,318.16,146.99,INV-002959-008
38495,2959,20230106,20230120,20230126.0,2023-01-06,2023-01-20,2023-01-26,465.15,465.15,Paid,318.16,146.99,INV-002959-009
38496,2959,20230205,20230219,20230223.0,2023-02-05,2023-02-19,2023-02-23,465.15,465.15,Paid,318.16,146.99,INV-002959-010
38497,2959,20230307,20230321,20230320.0,2023-03-07,2023-03-21,2023-03-20,465.15,465.15,Paid,318.16,146.99,INV-002959-011
38498,2959,20230406,20230420,20230505.0,2023-04-06,2023-04-20,2023-05-05,465.15,465.15,Late,318.16,146.99,INV-002959-012
38499,2959,20230506,20230520,20230519.0,2023-05-06,2023-05-20,2023-05-19,465.15,465.15,Paid,318.16,146.99,INV-002959-013
38500,2959,20230605,20230619,20230619.0,2023-06-05,2023-06-19,2023-06-19,465.15,465.15,Paid,318.16,146.99,INV-002959-014
38501,2959,20230705,20230719,20230724.0,2023-07-05,2023-07-19,2023-07-24,465.15,465.15,Paid,318.16,146.99,INV-002959-015
38502,2959,20230804,20230818,20230816.0,2023-08-04,2023-08-18,2023-08-16,465.15,465.15,Paid,318.16,146.99,INV-002959-016
38503,2959,20230903,20230917,20230919.0,2023-09-03,2023-09-17,2023-09-19,465.15,465.15,Paid,318.16,146.99,INV-002959-017
38504,2959,20231003,20231017,20231017.0,2023-10-03,2023-10-17,2023-10-17,465.15,465.15,Paid,318.16,146.99,INV-002959-018
38505,2959,20231102,20231116,20231113.0,2023-11-02,2023-11-16,2023-11-13,465.15,465.15,Paid,318.16,146.99,INV-002959-019
38506,2959,20231202,20231216,20231221.0,2023-12-02,2023-12-16,2023-12-21,465.15,465.15,Paid,318.16,146.99,INV-002959-020
38507,2959,20240101,20240115,20240130.0,2024-01-01,2024-01-15,2024-01-30,465.15,278.82,Partial,318.16,146.99,INV-002959-021
38508,2959,20240131,20240214,20240214.0,2024-01-31,2024-02-14,2024-02-14,465.15,465.15,Paid,318.16,146.99,INV-002959-022
38509,2959,20240301,20240315,20240322.0,2024-03-01,2024-03-15,2024-03-22,465.15,465.15,Paid,318.16,146.99,INV-002959-023
38510,2959,20240331,20240414,20240412.0,2024-03-31,2024-04-14,2024-04-12,465.15,465.15,Paid,318.16,146.99,INV-002959-024
38511,2960,20230723,20230806,20230812.0,2023-07-23,2023-08-06,2023-08-12,389.45,389.45,Paid,234.33,155.12,INV-002960-001
38512,2960,20230822,20230905,20230910.0,2023-08-22,2023-09-05,2023-09-10,389.45,389.45,Paid,234.33,155.12,INV-002960-002
38513,2960,20230921,20231005,20231007.0,2023-09-21,2023-10-05,2023-10-07,389.45,389.45,Paid,234.33,155.12,INV-002960-003
38514,2960,20231021,20231104,20231107.0,2023-10-21,2023-11-04,2023-11-07,389.45,389.45,Paid,234.33,155.12,INV-002960-004
38515,2960,20231120,20231204,20231201.0,2023-11-20,2023-12-04,2023-12-01,389.45,389.45,Paid,234.33,155.12,INV-002960-005
38516,2960,20231220,20240103,20240102.0,2023-12-20,2024-01-03,2024-01-02,389.45,389.45,Paid,234.33,155.12,INV-002960-006
38517,2960,20240119,20240202,20240204.0,2024-01-19,2024-02-02,2024-02-04,389.45,389.45,Paid,234.33,155.12,INV-002960-007
38518,2960,20240218,20240303,20240309.0,2024-02-18,2024-03-03,2024-03-09,389.45,389.45,Paid,234.33,155.12,INV-002960-008
38519,2960,20240319,20240402,,2024-03-19,2024-04-02,,389.45,0.0,Delinquent,234.33,155.12,INV-002960-009
38520,2960,20240418,20240502,20240503.0,2024-04-18,2024-05-02,2024-05-03,389.45,389.45,Paid,234.33,155.12,INV-002960-010
38521,2960,20240518,20240601,20240530.0,2024-05-18,2024-06-01,2024-05-30,389.45,389.45,Paid,234.33,155.12,INV-002960-011
38522,2960,20240617,20240701,20240708.0,2024-06-17,2024-07-01,2024-07-08,389.45,389.45,Paid,234.33,155.12,INV-002960-012
38523,2960,20240717,20240731,20240728.0,2024-07-17,2024-07-31,2024-07-28,389.45,389.45,Paid,234.33,155.12,INV-002960-013
38524,2960,20240816,20240830,20240902.0,2024-08-16,2024-08-30,2024-09-02,389.45,389.45,Paid,234.33,155.12,INV-002960-014
38525,2960,20240915,20240929,20240927.0,2024-09-15,2024-09-29,2024-09-27,389.45,389.45,Paid,234.33,155.12,INV-002960-015
38526,2960,20241015,20241029,20241101.0,2024-10-15,2024-10-29,2024-11-01,389.45,389.45,Paid,234.33,155.12,INV-002960-016
38527,2960,20241114,20241128,20241204.0,2024-11-14,2024-11-28,2024-12-04,389.45,389.45,Paid,234.33,155.12,INV-002960-017
38528,2960,20241214,20241228,20250102.0,2024-12-14,2024-12-28,2025-01-02,389.45,389.45,Paid,234.33,155.12,INV-002960-018
38529,2961,20240212,20240226,20240303.0,2024-02-12,2024-02-26,2024-03-03,299.31,299.31,Paid,169.15,130.16,INV-002961-001
38530,2961,20240313,20240327,,2024-03-13,2024-03-27,,299.31,0.0,Delinquent,169.15,130.16,INV-002961-002
38531,2961,20240412,20240426,20240426.0,2024-04-12,2024-04-26,2024-04-26,299.31,299.31,Paid,169.15,130.16,INV-002961-003
38532,2961,20240512,20240526,20240809.0,2024-05-12,2024-05-26,2024-08-09,299.31,299.31,Delinquent,169.15,130.16,INV-002961-004
38533,2961,20240611,20240625,20240629.0,2024-06-11,2024-06-25,2024-06-29,299.31,299.31,Paid,169.15,130.16,INV-002961-005
38534,2961,20240711,20240725,20240731.0,2024-07-11,2024-07-25,2024-07-31,299.31,299.31,Paid,169.15,130.16,INV-002961-006
38535,2961,20240810,20240824,20240830.0,2024-08-10,2024-08-24,2024-08-30,299.31,299.31,Paid,169.15,130.16,INV-002961-007
38536,2961,20240909,20240923,20241008.0,2024-09-09,2024-09-23,2024-10-08,299.31,299.31,Late,169.15,130.16,INV-002961-008
38537,2961,20241009,20241023,20241029.0,2024-10-09,2024-10-23,2024-10-29,299.31,299.31,Paid,169.15,130.16,INV-002961-009
38538,2961,20241108,20241122,20241123.0,2024-11-08,2024-11-22,2024-11-23,299.31,299.31,Paid,169.15,130.16,INV-002961-010
38539,2961,20241208,20241222,20241226.0,2024-12-08,2024-12-22,2024-12-26,299.31,299.31,Paid,169.15,130.16,INV-002961-011
38540,2962,20240427,20240511,20240511.0,2024-04-27,2024-05-11,2024-05-11,188.54,188.54,Paid,145.31,43.23,INV-002962-001
38541,2962,20240527,20240610,20240613.0,2024-05-27,2024-06-10,2024-06-13,188.54,188.54,Paid,145.31,43.23,INV-002962-002
38542,2962,20240626,20240710,20240708.0,2024-06-26,2024-07-10,2024-07-08,188.54,188.54,Paid,145.31,43.23,INV-002962-003
38543,2962,20240726,20240809,20240809.0,2024-07-26,2024-08-09,2024-08-09,188.54,188.54,Paid,145.31,43.23,INV-002962-004
38544,2962,20240825,20240908,20240915.0,2024-08-25,2024-09-08,2024-09-15,188.54,188.54,Paid,145.31,43.23,INV-002962-005
38545,2962,20240924,20241008,20241013.0,2024-09-24,2024-10-08,2024-10-13,188.54,188.54,Paid,145.31,43.23,INV-002962-006
38546,2962,20241024,20241107,20241113.0,2024-10-24,2024-11-07,2024-11-13,188.54,188.54,Paid,145.31,43.23,INV-002962-007
38547,2962,20241123,20241207,20241214.0,2024-11-23,2024-12-07,2024-12-14,188.54,188.54,Paid,145.31,43.23,INV-002962-008
38548,2962,20241223,20250106,,2024-12-23,2025-01-06,,188.54,0.0,Pending,145.31,43.23,INV-002962-009
