    contract_key,contract_id,installer_key,customer_key,status,financing_option,country,region,term_months,interest_rate,principal_amount,origination_date
2221,CON-002221,1,589,Active,Lease,Germany,Bavaria,180,8.05,19465.84,23-07-2022
2222,CON-002222,23,1629,Active,PPA,Germany,North Rhine-Westphalia,120,7.06,34905.66,21-10-2023
2223,CON-002223,45,389,Completed,PPA,Germany,North Rhine-Westphalia,120,3.61,34032.97,03-04-2023
2224,CON-002224,1,1514,Active,PPA,Germany,Bavaria,180,4.64,21475.6,15-09-2023
2225,CON-002225,30,520,In Arrears,Standard Loan,Austria,Vienna,60,4.37,39442.63,25-06-2024
2226,CON-002226,46,563,Active,Lease,Netherlands,North Holland,240,7.04,37597.01,12-07-2024
2227,CON-002227,40,56,Completed,Standard Loan,Germany,Bavaria,84,7.55,32872.11,23-06-2024
2228,CON-002228,14,1124,In Arrears,PPA,Germany,Baden-Württemberg,180,7.53,11056.51,29-01-2023
2229,CON-002229,30,431,Completed,Standard Loan,Austria,Vienna,180,7.55,40010.43,01-08-2022
2230,CON-002230,49,682,Active,PPA,Germany,Hesse,120,5.36,15946.5,20-02-2023
2231,CON-002231,15,1643,Active,PPA,Germany,Berlin,120,7.49,33438.7,17-04-2023
2232,CON-002232,37,1867,Active,Standard Loan,Netherlands,North Holland,240,4.44,43755.73,07-07-2024
2233,CON-002233,11,1914,Completed,Lease,Germany,Baden-Württemberg,120,6.95,16006.35,03-11-2024
2234,CON-002234,28,621,In Arrears,Lease,Germany,Lower Saxony,180,4.9,26376.24,26-11-2023
2235,CON-002235,9,169,Active,Standard Loan,Germany,Berlin,180,4.72,16988.56,17-08-2023
2236,CON-002236,10,184,Active,PPA,Germany,Lower Saxony,240,3.56,8059.92,05-03-2023
2237,CON-002237,47,1004,Active,Standard Loan,Germany,Baden-Württemberg,60,6.37,44681.23,31-05-2024
2238,CON-002238,6,713,Active,Lease,Netherlands,South Holland,120,7.2,21807.53,14-06-2024
2239,CON-002239,36,829,Active,Lease,Austria,Styria,84,3.97,13449.43,29-06-2024
2240,CON-002240,30,1808,Active,PPA,Austria,Vienna,120,7.57,16227.7,17-06-2022
2241,CON-002241,9,1715,Active,Lease,Germany,Berlin,120,5.5,30746.06,23-09-2024
2242,CON-002242,21,1133,Completed,Standard Loan,Germany,Lower Saxony,180,3.6,37031.22,06-06-2024
2243,CON-002243,31,934,Completed,Subscription,Germany,Berlin,180,4.65,12835.47,15-03-2024
2244,CON-002244,37,420,Active,Standard Loan,Netherlands,North Holland,84,3.85,39944.93,05-08-2023
2245,CON-002245,21,720,Active,Subscription,Germany,Lower Saxony,120,8.27,25107.75,01-12-2024
2246,CON-002246,47,802,In Arrears,Standard Loan,Germany,Baden-Württemberg,180,5.49,13126.25,04-10-2023
2247,CON-002247,1,220,Active,PPA,Germany,Bavaria,120,8.15,8928.11,12-08-2023
2248,CON-002248,28,1278,Active,Lease,Germany,Lower Saxony,240,4.66,36590,05-10-2024
2249,CON-002249,16,538,Completed,PPA,Germany,Berlin,180,3.52,21397.25,11-03-2024
2250,CON-002250,26,418,Active,Standard Loan,Germany,Berlin,120,4.59,33539.9,25-07-2023
2251,CON-002251,9,824,Active,Standard Loan,Germany,Berlin,240,7.33,13570.05,10-01-2023
2252,CON-002252,31,1178,Cancelled,Standard Loan,Germany,Berlin,120,5.91,29392.98,14-08-2024
2253,CON-002253,40,1458,Active,Standard Loan,Germany,Bavaria,120,5.96,39709.75,14-02-2023
2254,CON-002254,27,1729,Cancelled,Standard Loan,Austria,Upper Austria,120,4.15,41672.82,25-01-2024
2255,CON-002255,21,487,Active,Standard Loan,Germany,Lower Saxony,180,6.66,29852.08,06-06-2024
2256,CON-002256,30,1952,Completed,Standard Loan,Austria,Vienna,120,7.66,24927.69,25-09-2023
2257,CON-002257,4,88,Active,Lease,Germany,Hesse,120,8.21,32274.04,04-05-2023
2258,CON-002258,36,1287,Active,Standard Loan,Austria,Styria,180,6.7,25479.51,27-03-2024
2259,CON-002259,10,100,Cancelled,Subscription,Germany,Lower Saxony,180,7.11,24693.98,09-10-2023
2260,CON-002260,45,30,Completed,Lease,Germany,North Rhine-Westphalia,84,3.5,28085.27,16-06-2023
2261,CON-002261,37,1419,Completed,PPA,Netherlands,North Holland,180,6.21,44660.61,20-01-2024
2262,CON-002262,9,1371,Active,Standard Loan,Germany,Berlin,180,6.42,42754,23-07-2024
2263,CON-002263,25,994,Active,Standard Loan,Germany,Hesse,84,5.92,44749.49,08-06-2022
2264,CON-002264,39,1342,Active,Standard Loan,Germany,Berlin,84,6.33,24868.92,07-10-2023
2265,CON-002265,28,1538,Active,PPA,Germany,Lower Saxony,60,4.52,8385.41,21-04-2024
2266,CON-002266,39,639,In Arrears,Lease,Germany,Berlin,120,6.45,30105.99,09-09-2023
2267,CON-002267,21,957,Active,PPA,Germany,Lower Saxony,240,7.41,25625.24,16-04-2024
2268,CON-002268,45,1443,Active,Lease,Germany,North Rhine-Westphalia,120,5.84,36004.15,25-09-2023
2269,CON-002269,42,342,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,120,6.45,40535.64,24-11-2022
2270,CON-002270,42,1635,Active,Standard Loan,Germany,North Rhine-Westphalia,180,8.44,12558.5,02-07-2023
2271,CON-002271,10,1553,Active,Standard Loan,Germany,Lower Saxony,120,8.01,41902.61,25-09-2023
2272,CON-002272,11,1948,Cancelled,Standard Loan,Germany,Baden-Württemberg,60,4.22,30820.96,19-09-2023
2273,CON-002273,21,91,Active,Standard Loan,Germany,Lower Saxony,180,8.26,21980.3,23-02-2024
2274,CON-002274,47,1419,Active,Standard Loan,Germany,Baden-Württemberg,180,4.45,24192.9,10-01-2024
2275,CON-002275,16,10,Completed,Standard Loan,Germany,Berlin,84,7.08,9796.73,31-05-2023
2276,CON-002276,29,69,Active,Standard Loan,Germany,Hesse,120,5.89,43042.03,07-11-2023
2277,CON-002277,31,875,Cancelled,Lease,Germany,Berlin,180,4.78,21398.07,18-04-2024
2278,CON-002278,1,1154,Completed,Standard Loan,Germany,Bavaria,120,8.47,43913.05,02-09-2023
2279,CON-002279,43,797,Defaulted,Standard Loan,Netherlands,North Brabant,120,8.3,28141.19,26-09-2023
2280,CON-002280,37,1726,Active,PPA,Netherlands,North Holland,84,7.94,41930.97,01-12-2023
2281,CON-002281,35,43,In Arrears,PPA,Germany,Lower Saxony,120,8.32,42132.63,16-04-2024
2282,CON-002282,36,9,Defaulted,Standard Loan,Austria,Styria,120,7.38,13900.74,27-07-2024
2283,CON-002283,42,1677,Active,PPA,Germany,North Rhine-Westphalia,180,7.53,28993.21,23-12-2022
2284,CON-002284,25,1758,Active,Standard Loan,Germany,Hesse,120,4.07,8308.65,29-03-2023
2285,CON-002285,1,627,Active,Standard Loan,Germany,Bavaria,60,6.14,19552.12,23-05-2024
2286,CON-002286,36,1936,Active,Standard Loan,Austria,Styria,180,3.91,40835.54,29-10-2024
2287,CON-002287,21,1761,Defaulted,Standard Loan,Germany,Lower Saxony,180,6.98,10055.48,19-04-2024
2288,CON-002288,8,1770,Active,Standard Loan,Germany,Berlin,180,7.4,21153.93,30-05-2024
2289,CON-002289,15,1038,Active,Lease,Germany,Berlin,180,5.49,25807.41,18-08-2023
2290,CON-002290,47,400,Active,Subscription,Germany,Baden-Württemberg,60,8.34,26784.48,17-08-2023
2291,CON-002291,36,262,Active,Standard Loan,Austria,Styria,180,3.55,9812.05,28-08-2024
2292,CON-002292,33,1917,Active,Lease,Germany,Lower Saxony,120,4.84,32555.41,24-03-2024
2293,CON-002293,35,1374,Active,Subscription,Germany,Lower Saxony,120,7.11,28923.36,24-08-2023
2294,CON-002294,49,1033,Active,PPA,Germany,Hesse,180,5.25,29143.92,14-06-2022
2295,CON-002295,9,662,Active,PPA,Germany,Berlin,84,4.63,13527.6,19-11-2023
2296,CON-002296,42,1613,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,84,5.88,20597.24,28-08-2024
2297,CON-002297,49,1736,Completed,PPA,Germany,Hesse,240,7.55,10861.04,01-06-2023
2298,CON-002298,35,455,Active,Lease,Germany,Lower Saxony,240,8.02,25265.88,03-11-2023
2299,CON-002299,7,411,Completed,Lease,Germany,Bavaria,240,5,37996,14-09-2023
2300,CON-002300,9,153,In Arrears,Standard Loan,Germany,Berlin,60,8.13,16796.18,30-07-2024
2301,CON-002301,31,849,Active,PPA,Germany,Berlin,180,4.68,42188.16,27-02-2024
2302,CON-002302,26,1176,Defaulted,PPA,Germany,Berlin,120,6.68,15309.46,30-07-2023
2303,CON-002303,35,666,Active,Standard Loan,Germany,Lower Saxony,84,8.37,21926.49,07-10-2024
2304,CON-002304,37,524,Active,Lease,Netherlands,North Holland,180,6.74,38891.96,23-11-2024
2305,CON-002305,40,953,Completed,Subscription,Germany,Bavaria,180,6.7,12638.36,03-05-2024
2306,CON-002306,35,927,Active,Standard Loan,Germany,Lower Saxony,60,3.83,33863.06,07-03-2024
2307,CON-002307,8,14,Active,Lease,Germany,Berlin,120,7.4,33673.25,23-09-2023
2308,CON-002308,47,356,Cancelled,Lease,Germany,Baden-Württemberg,84,6.48,11127.56,27-09-2024
2309,CON-002309,4,1289,Active,PPA,Germany,Hesse,84,4.71,42936.24,23-08-2023
2310,CON-002310,21,1504,In Arrears,Standard Loan,Germany,Lower Saxony,120,7.83,23580.85,20-06-2024
2311,CON-002311,1,1342,In Arrears,Lease,Germany,Bavaria,84,6.55,16242.65,04-03-2023
2312,CON-002312,50,1187,Active,PPA,Austria,Styria,120,4.29,27932.05,16-09-2024
2313,CON-002313,40,1378,Completed,PPA,Germany,Bavaria,120,5.58,33660.96,27-07-2024
2314,CON-002314,6,1011,Active,Standard Loan,Netherlands,South Holland,60,4.34,23957.22,25-10-2024
2315,CON-002315,41,1138,Active,Standard Loan,Germany,Lower Saxony,60,4.51,30389.21,08-11-2022
2316,CON-002316,49,1947,Active,Standard Loan,Germany,Hesse,180,5.53,39992.62,20-03-2023
2317,CON-002317,26,530,Active,Standard Loan,Germany,Berlin,120,4.8,42718.6,30-10-2024
2318,CON-002318,35,1746,Active,Standard Loan,Germany,Lower Saxony,120,7.12,35747.23,04-10-2024
2319,CON-002319,20,1541,Active,Standard Loan,Austria,Styria,84,4.48,43370.44,17-03-2024
2320,CON-002320,18,1836,Active,Standard Loan,Germany,Bavaria,180,7.83,37273.83,16-09-2024
2321,CON-002321,24,1518,Defaulted,Standard Loan,Germany,Bavaria,120,4.74,37531.31,14-01-2024
2322,CON-002322,47,1781,Active,Subscription,Germany,Baden-Württemberg,84,7.99,33130.92,06-01-2024
2323,CON-002323,23,651,Active,Lease,Germany,North Rhine-Westphalia,84,7.29,42535.97,04-09-2023
2324,CON-002324,21,1663,Active,Standard Loan,Germany,Lower Saxony,84,4.71,20833.11,30-09-2024
2325,CON-002325,13,230,Active,PPA,Germany,North Rhine-Westphalia,180,5.94,11321.65,06-06-2023
2326,CON-002326,4,1695,Active,Lease,Germany,Hesse,180,6.99,18115.16,17-06-2023
2327,CON-002327,16,1026,Completed,Standard Loan,Germany,Berlin,60,6.47,13781.97,22-04-2023
2328,CON-002328,12,1959,Active,Subscription,Germany,Berlin,240,7.35,10788.61,24-06-2023
2329,CON-002329,49,687,Active,Subscription,Germany,Hesse,120,7.21,34981.36,07-06-2022
2330,CON-002330,47,1088,Active,PPA,Germany,Baden-Württemberg,180,5.85,20327.72,15-10-2024
2331,CON-002331,20,559,Active,Standard Loan,Austria,Styria,120,4.65,43475.32,16-09-2023
2332,CON-002332,13,669,Active,Lease,Germany,North Rhine-Westphalia,84,5.55,39278.91,13-05-2024
2333,CON-002333,30,1775,Defaulted,Standard Loan,Austria,Vienna,180,4.69,12862.66,30-10-2024
2334,CON-002334,23,234,Active,Lease,Germany,North Rhine-Westphalia,120,3.77,30463.2,16-04-2023
2335,CON-002335,20,604,Active,Subscription,Austria,Styria,120,7.89,19324.66,11-04-2024
2336,CON-002336,27,1990,Active,Standard Loan,Austria,Upper Austria,60,3.72,41909.04,15-02-2024
2337,CON-002337,4,1511,In Arrears,Standard Loan,Germany,Hesse,120,6.07,26530.95,16-02-2023
2338,CON-002338,15,890,Active,Standard Loan,Germany,Berlin,180,5.43,16993.7,30-01-2024
2339,CON-002339,28,1453,Cancelled,Standard Loan,Germany,Lower Saxony,120,6.14,33346.91,15-06-2024
2340,CON-002340,19,1084,Active,Standard Loan,Germany,Hesse,120,8.47,36073.58,10-02-2024
2341,CON-002341,29,867,Active,Lease,Germany,Hesse,180,4.28,8065.77,06-05-2023
2342,CON-002342,48,92,Active,Standard Loan,Germany,Lower Saxony,180,5.79,21013.08,04-01-2023
2343,CON-002343,38,632,Active,Lease,Netherlands,North Holland,84,7.34,30335.44,15-02-2024
2344,CON-002344,35,1121,Active,Standard Loan,Germany,Lower Saxony,180,5.23,18510.06,01-09-2023
2345,CON-002345,45,1490,Active,Standard Loan,Germany,North Rhine-Westphalia,120,3.68,24086.92,07-11-2023
2346,CON-002346,5,480,Active,Lease,Austria,Vienna,120,4,23724.5,12-09-2024
2347,CON-002347,42,1950,Active,Subscription,Germany,North Rhine-Westphalia,240,4.74,35768.28,08-11-2022
2348,CON-002348,36,1468,Completed,Standard Loan,Austria,Styria,60,3.66,20931.13,12-02-2024
2349,CON-002349,18,977,Active,Standard Loan,Germany,Bavaria,180,7.02,25838.11,15-03-2023
2350,CON-002350,26,1488,Active,Lease,Germany,Berlin,120,4.3,23380.29,26-02-2023
2351,CON-002351,36,57,Active,PPA,Austria,Styria,84,6.82,13124.34,20-01-2024
2352,CON-002352,18,1095,Active,Lease,Germany,Bavaria,240,4.98,44724.44,10-09-2022
2353,CON-002353,3,1173,Active,Lease,Germany,North Rhine-Westphalia,120,5.98,31350.6,16-04-2023
2354,CON-002354,8,315,Active,Lease,Germany,Berlin,84,4.51,37361.51,09-09-2023
2355,CON-002355,41,385,Active,Lease,Germany,Lower Saxony,120,4.96,19576.24,28-11-2022
2356,CON-002356,12,1967,Active,Standard Loan,Germany,Berlin,84,8.46,28956.56,27-02-2024
2357,CON-002357,14,469,In Arrears,PPA,Germany,Baden-Württemberg,120,5.98,15202.1,08-08-2022
2358,CON-002358,9,1695,Active,Standard Loan,Germany,Berlin,180,6.66,10060.41,29-02-2024
2359,CON-002359,46,490,Active,Standard Loan,Netherlands,North Holland,120,5.84,39565.27,01-12-2023
2360,CON-002360,36,598,Completed,Lease,Austria,Styria,180,4.01,27113.56,21-12-2023
2361,CON-002361,46,1591,Defaulted,Standard Loan,Netherlands,North Holland,120,3.72,28063.8,11-01-2024
2362,CON-002362,8,1907,Active,Standard Loan,Germany,Berlin,180,5.93,30725.82,31-05-2023
2363,CON-002363,11,681,Completed,PPA,Germany,Baden-Württemberg,120,6.56,38677.73,07-06-2023
2364,CON-002364,15,1249,Active,Lease,Germany,Berlin,84,7.5,17602.3,10-01-2023
2365,CON-002365,21,456,Active,Standard Loan,Germany,Lower Saxony,180,4.67,10841.95,13-06-2024
2366,CON-002366,5,1306,Active,PPA,Austria,Vienna,240,3.66,13642.48,13-11-2022
2367,CON-002367,47,858,Active,Standard Loan,Germany,Baden-Württemberg,180,6.85,23124.28,02-10-2024
2368,CON-002368,41,808,Completed,PPA,Germany,Lower Saxony,120,7.22,38740.31,25-03-2024
2369,CON-002369,34,697,In Arrears,Lease,Germany,Baden-Württemberg,240,8.28,33032.03,13-07-2024
2370,CON-002370,21,841,In Arrears,Standard Loan,Germany,Lower Saxony,120,8.34,16156.44,27-05-2024
2371,CON-002371,40,841,Active,Subscription,Germany,Bavaria,240,8.5,28807.43,25-02-2023
2372,CON-002372,47,909,Active,Standard Loan,Germany,Baden-Württemberg,84,6.68,24462.57,17-09-2023
2373,CON-002373,17,139,Cancelled,Subscription,Germany,North Rhine-Westphalia,120,6.36,18170.95,11-03-2023
2374,CON-002374,21,571,Active,PPA,Germany,Lower Saxony,120,4.56,8805.9,23-10-2024
2375,CON-002375,19,1943,Active,Standard Loan,Germany,Hesse,120,4.13,36289.11,20-03-2023
2376,CON-002376,14,87,Cancelled,Standard Loan,Germany,Baden-Württemberg,120,4.61,39740.5,17-03-2024
2377,CON-002377,35,284,Active,Lease,Germany,Lower Saxony,120,6.52,16497.81,06-11-2024
2378,CON-002378,21,1170,Active,Standard Loan,Germany,Lower Saxony,60,7.58,22967.26,05-07-2024
2379,CON-002379,12,844,Active,Subscription,Germany,Berlin,120,8.2,34004.45,22-08-2024
2380,CON-002380,21,151,Active,Standard Loan,Germany,Lower Saxony,60,8.48,30294.75,27-02-2024
2381,CON-002381,42,1857,Active,Standard Loan,Germany,North Rhine-Westphalia,120,5.44,18678.96,27-11-2022
2382,CON-002382,48,695,Completed,Lease,Germany,Lower Saxony,120,6.31,36671.2,03-04-2024
2383,CON-002383,28,1619,In Arrears,Subscription,Germany,Lower Saxony,60,6.75,22995.64,16-09-2023
2384,CON-002384,24,874,Active,Standard Loan,Germany,Bavaria,120,8.25,36313.1,20-04-2023
2385,CON-002385,31,733,Active,Subscription,Germany,Berlin,180,7.58,42566.58,24-05-2023
2386,CON-002386,5,1896,Active,Standard Loan,Austria,Vienna,180,7.66,44729.92,13-07-2024
2387,CON-002387,47,1965,Completed,Standard Loan,Germany,Baden-Württemberg,60,8.36,21196.88,19-11-2023
2388,CON-002388,15,1184,Active,Lease,Germany,Berlin,180,5.02,28891.85,06-11-2024
2389,CON-002389,18,985,In Arrears,Standard Loan,Germany,Bavaria,120,4.04,36717.73,04-03-2023
2390,CON-002390,12,1088,Active,Lease,Germany,Berlin,180,7.29,19511.32,20-05-2023
2391,CON-002391,10,1043,Active,Standard Loan,Germany,Lower Saxony,84,5.43,12131.72,27-07-2023
2392,CON-002392,42,1625,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,84,6.34,19227.23,19-07-2023
2393,CON-002393,26,1945,Active,Standard Loan,Germany,Berlin,180,7.56,38439.28,27-05-2023
2394,CON-002394,36,1962,Active,Lease,Austria,Styria,180,6.79,22356.75,15-02-2024
2395,CON-002395,50,1471,Active,Lease,Austria,Styria,120,7.46,41098.21,26-03-2023
2396,CON-002396,23,1178,Defaulted,PPA,Germany,North Rhine-Westphalia,120,6.3,11746.92,11-03-2023
2397,CON-002397,24,1283,Active,Standard Loan,Germany,Bavaria,120,5.2,22548.45,10-06-2023
2398,CON-002398,44,1112,Active,Standard Loan,Germany,Hesse,120,4.54,29923.6,20-07-2023
2399,CON-002399,6,1351,Active,Standard Loan,Netherlands,South Holland,180,5.3,8181.4,28-11-2024
2400,CON-002400,36,1800,In Arrears,Standard Loan,Austria,Styria,180,8.43,22708.71,18-01-2024
2401,CON-002401,7,1587,Active,Standard Loan,Germany,Bavaria,60,3.62,42184.91,26-08-2024
2402,CON-002402,6,1541,Active,Standard Loan,Netherlands,South Holland,180,7.25,11077.08,17-06-2023
2403,CON-002403,5,1287,Active,Lease,Austria,Vienna,120,7.44,43813.89,06-02-2023
2404,CON-002404,6,337,Active,PPA,Netherlands,South Holland,60,6.86,28573.52,18-10-2023
2405,CON-002405,29,1758,Defaulted,Lease,Germany,Hesse,180,6.62,36274,17-12-2023
2406,CON-002406,30,15,Active,Standard Loan,Austria,Vienna,84,8.16,10722.33,12-07-2022
2407,CON-002407,7,546,Completed,Subscription,Germany,Bavaria,240,4.73,44698.67,21-02-2024
2408,CON-002408,49,1578,In Arrears,Lease,Germany,Hesse,180,4.13,10657.4,27-07-2022
2409,CON-002409,44,623,Active,Standard Loan,Germany,Hesse,180,6.13,44409.82,17-01-2023
2410,CON-002410,35,1984,Completed,Lease,Germany,Lower Saxony,180,4.28,23298.02,02-01-2024
2411,CON-002411,23,239,In Arrears,PPA,Germany,North Rhine-Westphalia,84,8.07,30551.1,04-08-2024
2412,CON-002412,23,1802,Active,Lease,Germany,North Rhine-Westphalia,84,7.41,32657.73,09-11-2023
2413,CON-002413,36,722,Active,Standard Loan,Austria,Styria,180,6.17,40763.91,08-02-2024
2414,CON-002414,6,870,Active,PPA,Netherlands,South Holland,84,6.42,30385.5,01-11-2024
2415,CON-002415,47,588,Completed,Standard Loan,Germany,Baden-Württemberg,120,4.79,19147.54,13-10-2024
2416,CON-002416,47,166,In Arrears,PPA,Germany,Baden-Württemberg,120,4.06,43963.81,31-07-2024
2417,CON-002417,12,765,Active,PPA,Germany,Berlin,60,7.04,8907.31,06-02-2024
2418,CON-002418,17,413,Active,Standard Loan,Germany,North Rhine-Westphalia,180,6.97,36524.17,27-01-2024
2419,CON-002419,25,1356,Cancelled,Lease,Germany,Hesse,240,6.39,33459.53,15-08-2022
2420,CON-002420,49,1613,Active,Standard Loan,Germany,Hesse,84,5.56,40794.01,08-09-2023
2421,CON-002421,9,1675,Active,Lease,Germany,Berlin,60,7.48,14482.74,23-09-2023
2422,CON-002422,32,1598,Active,PPA,Germany,Lower Saxony,180,7.11,43896.34,12-07-2023
2423,CON-002423,49,610,Completed,Standard Loan,Germany,Hesse,180,3.84,43581.81,05-04-2023
2424,CON-002424,24,1047,In Arrears,Standard Loan,Germany,Bavaria,60,6.88,44542.64,22-04-2023
2425,CON-002425,12,1877,Completed,Standard Loan,Germany,Berlin,240,5.46,32158.63,17-10-2023
2426,CON-002426,9,767,Active,Standard Loan,Germany,Berlin,180,4.3,15695.79,17-09-2023
2427,CON-002427,49,437,Active,Lease,Germany,Hesse,180,6.39,14146.75,19-10-2023
2428,CON-002428,8,582,Active,Lease,Germany,Berlin,180,3.7,25453.02,26-01-2023
2429,CON-002429,6,1769,Active,Standard Loan,Netherlands,South Holland,180,8.41,36212.38,17-10-2023
2430,CON-002430,10,931,Active,Standard Loan,Germany,Lower Saxony,60,5.75,8832.71,11-08-2022
2431,CON-002431,36,350,Defaulted,Lease,Austria,Styria,84,6.57,23905.63,29-11-2024
2432,CON-002432,18,1759,Active,Standard Loan,Germany,Bavaria,180,5.27,11380.85,30-07-2024
2433,CON-002433,20,1660,Active,Standard Loan,Austria,Styria,84,5.02,27897.35,18-01-2024
2434,CON-002434,9,655,Active,Standard Loan,Germany,Berlin,84,3.55,24716.48,06-12-2022
2435,CON-002435,36,1097,Active,Standard Loan,Austria,Styria,240,6.85,33263.71,24-11-2024
2436,CON-002436,24,641,Active,PPA,Germany,Bavaria,84,5.67,29205.71,16-09-2024
2437,CON-002437,7,1147,Active,Standard Loan,Germany,Bavaria,84,5.61,41294.52,11-12-2023
2438,CON-002438,30,1150,Cancelled,Standard Loan,Austria,Vienna,60,4.53,8053.09,10-01-2023
2439,CON-002439,2,703,Active,Lease,Germany,Berlin,120,5.82,9133.22,29-03-2023
2440,CON-002440,30,282,Active,Lease,Austria,Vienna,180,5.95,19074.98,19-03-2024
2441,CON-002441,28,1428,Cancelled,Lease,Germany,Lower Saxony,60,5.29,19760.49,24-03-2023
2442,CON-002442,42,1140,Completed,Lease,Germany,North Rhine-Westphalia,120,7.15,36594.94,01-04-2024
2443,CON-002443,21,1529,Active,Lease,Germany,Lower Saxony,84,7.47,28448.96,02-05-2024
2444,CON-002444,30,1640,Active,Standard Loan,Austria,Vienna,120,5.02,20944.13,27-12-2023
2445,CON-002445,37,1408,Defaulted,Standard Loan,Netherlands,North Holland,240,4.37,20574.91,01-11-2024
2446,CON-002446,20,598,Active,Standard Loan,Austria,Styria,84,5.15,13888.82,08-11-2022
2447,CON-002447,24,1799,Active,Standard Loan,Germany,Bavaria,84,3.7,11050.87,10-08-2024
2448,CON-002448,12,237,Active,PPA,Germany,Berlin,180,6.17,37508.64,20-05-2024
2449,CON-002449,25,1505,Active,Lease,Germany,Hesse,60,7.94,39205.6,09-05-2023
2450,CON-002450,45,1466,Active,Standard Loan,Germany,North Rhine-Westphalia,120,6.96,18915.62,21-06-2024
2451,CON-002451,18,581,Active,PPA,Germany,Bavaria,120,5.11,26349.24,10-02-2024
2452,CON-002452,6,1165,Completed,Standard Loan,Netherlands,South Holland,240,7.49,16269.49,28-05-2024
2453,CON-002453,49,1756,In Arrears,Standard Loan,Germany,Hesse,120,7.84,11850.96,28-01-2023
2454,CON-002454,31,1707,Active,PPA,Germany,Berlin,240,6.35,41727.86,03-11-2023
2455,CON-002455,44,1183,Active,Lease,Germany,Hesse,84,7.38,15452.45,01-12-2022
2456,CON-002456,21,1300,In Arrears,Lease,Germany,Lower Saxony,84,5.79,33188.07,29-10-2024
2457,CON-002457,31,1623,Active,Standard Loan,Germany,Berlin,180,3.54,44570.4,27-07-2024
2458,CON-002458,7,523,Completed,Lease,Germany,Bavaria,180,6.7,29360.7,08-06-2024
2459,CON-002459,24,1752,Active,Lease,Germany,Bavaria,180,8.18,41757.52,08-01-2024
2460,CON-002460,26,475,Active,Subscription,Germany,Berlin,180,7.91,13384.75,22-04-2024
2461,CON-002461,43,1899,In Arrears,Standard Loan,Netherlands,North Brabant,180,6.23,36378.6,18-08-2023
2462,CON-002462,37,1190,Active,Lease,Netherlands,North Holland,180,5.85,26368.33,20-06-2023
2463,CON-002463,34,1501,Cancelled,Lease,Germany,Baden-Württemberg,180,4.99,18237.64,13-03-2024
2464,CON-002464,44,64,Cancelled,Standard Loan,Germany,Hesse,180,3.72,22910.7,03-10-2022
2465,CON-002465,23,1732,Completed,Subscription,Germany,North Rhine-Westphalia,120,4.66,36437.91,19-02-2024
2466,CON-002466,6,66,Active,Standard Loan,Netherlands,South Holland,84,6.4,42025.32,16-11-2023
2467,CON-002467,35,505,Active,PPA,Germany,Lower Saxony,120,6.53,36964.19,13-07-2023
2468,CON-002468,24,191,Active,Standard Loan,Germany,Bavaria,120,6.83,37502.62,28-06-2024
2469,CON-002469,17,966,In Arrears,Lease,Germany,North Rhine-Westphalia,180,5.94,43344.07,14-01-2023
2470,CON-002470,6,619,Completed,Standard Loan,Netherlands,South Holland,120,5.44,40565.97,15-06-2024
2471,CON-002471,2,168,Defaulted,Lease,Germany,Berlin,120,4.59,29603.12,10-07-2023
2472,CON-002472,27,579,Active,PPA,Austria,Upper Austria,240,5.54,29751.14,14-02-2023
2473,CON-002473,38,937,Completed,Standard Loan,Netherlands,North Holland,240,4.19,38390.38,09-10-2024
2474,CON-002474,9,465,Active,Standard Loan,Germany,Berlin,180,5.16,12398.6,03-11-2024
2475,CON-002475,33,778,In Arrears,Standard Loan,Germany,Lower Saxony,240,4.73,25836.64,01-07-2023
2476,CON-002476,34,922,Active,Subscription,Germany,Baden-Württemberg,84,5.28,21621.34,19-10-2023
2477,CON-002477,3,71,Active,Subscription,Germany,North Rhine-Westphalia,120,4.47,44051.88,03-10-2024
2478,CON-002478,20,1454,Active,Standard Loan,Austria,Styria,180,4.06,13924.35,05-12-2023
2479,CON-002479,35,1942,Cancelled,Standard Loan,Germany,Lower Saxony,180,5.12,24191.18,02-06-2023
2480,CON-002480,9,143,Active,Standard Loan,Germany,Berlin,84,7.05,8977.34,17-09-2024
2481,CON-002481,30,809,Active,Standard Loan,Austria,Vienna,60,4.78,21679.52,20-01-2024
2482,CON-002482,7,1003,Active,Lease,Germany,Bavaria,120,3.53,26441.5,23-10-2024
2483,CON-002483,47,963,Active,Standard Loan,Germany,Baden-Württemberg,84,5.55,44488.07,14-11-2024
2484,CON-002484,42,1879,Active,Subscription,Germany,North Rhine-Westphalia,84,7.21,17035.27,24-09-2023
2485,CON-002485,43,890,Active,Standard Loan,Netherlands,North Brabant,180,6.31,14798.44,20-05-2023
2486,CON-002486,31,115,Active,Standard Loan,Germany,Berlin,180,5.5,24942.73,14-10-2023
2487,CON-002487,47,1400,Active,Lease,Germany,Baden-Württemberg,240,6.89,14387.81,01-04-2023
2488,CON-002488,11,252,Active,Lease,Germany,Baden-Württemberg,120,6.5,41079.73,17-02-2023
2489,CON-002489,30,154,Completed,Lease,Austria,Vienna,180,7.59,29762.15,02-11-2022
